Abk;Name;Kurzname;Typ;BetrZust;PrimaryLocationCode;UIC;RB;gültigVon;gültigBis;NetzKey;FplRel;FplGr;
NFR;Freihöls;Freihöls;Bf;;DE 13397;0080;7;20081214;;261883;J;N;
NFRA;Frauenaurach;Frauenaurach;Bf;;DE 13359;0080;7;20081214;;221655;J;N;
NFRE;Freihung;Freihung;Bf;;DE 13398;0080;7;20081214;;261586;J;N;
NFRP;Freihung Porphyrwerke;Freihung Porphy;Awanst;a.B.;DE 13399;0080;7;20061210;;266916;N;N;
NFRS;Vilseck Freihungsand;Vilseck Freihun;Awanst;;DE 20613;0080;7;20081214;;266924;J;N;
NFSA;Fürth-Stadeln;Stadeln;Hp;Planung;DE 13522;0080;7;20140709;;854554;N;N;
NFSB;Friedrichsthal (b Bayreuth);Friedrthal/Bayr;NE-Hp;; ;0080;;20081214;;222547;J;N;
NFSE;Fürth-Steinach;Steinach;Hp;Planung;DE 13523;0080;7;20080101;;854562;N;N;
NFT;Feucht;Feucht;Bf;;DE 13180;0080;7;20081214;;223362;J;N;
NFTM;Feucht-Moosbach;Feucht-Moosbach;Hp;;DE 13182;0080;7;20081214;;223370;J;N;
NFTO;Feucht Ost;Feucht Ost;Hp;;DE 13181;0080;7;20101212;;853457;J;N;
NFU;Frauenau;Frauenau;Bf;;DE 13358;0080;7;20081214;;264705;J;N;
NFUA;Fürth-Unterfürberg Abzw;Fürth-UntfürbgA;Abzw;;DE 13526;0080;7;20081214;;362509;J;N;
NFUB;Fürth-Unterfarrnbach;Fürth-Untfarrnb;Hp;;DE 13524;0080;7;20081214;;221861;J;N;
NFUE;Fürsteneck;Fürsteneck;vp-Hp;;DE 13501;0080;7;20131024;;101872;J;N;
NFUF;Fürth-Unterfürberg;Fürth-Untfürberg;Hp;;DE 13525;0080;7;20081214;;224840;J;N;
NFW;Furth im Wald;Furth i Wald;Bf;;DE 13539;0080;7;20081214;;262675;J;J;
NFWS;Fürth Westvorstadt;Fürth Westvorst;Hp;;DE 13519;0080;7;20081214;;227629;J;N;
NFY;Freyung;Freyung;vp-Bf;;DE 13435;0080;7;20130904;;265694;J;N;
NFZ;Feilitzsch;Feilitzsch;Hp;;DE 13163;0080;7;20081214;;260224;J;N;
NG;Gräfendorf;Gräfendorf;Bf;;DE 13894;0080;7;20081214;;225599;J;N;
NGAE;Gädheim;Gädheim;Bf;;DE 13543;0080;7;20081214;;224212;J;N;
NGAH;Großalbershof;Großalbershof;Bf;;DE 14028;0080;7;20081214;;261636;J;N;
NGAS;Gasseldorf;Gasseldorf;NE-Bf;; ;0080;;20090214;;912613;J;N;
NGD;Gundelsdorf;Gundelsdorf;Hp;;DE 14200;0080;7;20081214;;220343;J;N;
NGDG;Greding Bahnhofstraße;Greding Bfstr;Bush;; ;0080;;19990101;;;;;
NGDGB;Greding Bahnhofstraße BEX;Greding Bfstr BX;Bush;; ;0080;;20000329;;;;;
NGE;Georgensgmünd;Georgensgmünd;Bf;;DE 13660;0080;7;20081214;;223982;J;N;
NGEF;Gefrees;Gefrees;Bf;ehemals;DE 13589;0080;7;20080101;;910454;N;N;
NGER;Gerolzhofen;Gerolzhofen;vp-Bf;;DE 13706;0080;7;20081219;;225771;J;N;
NGET;Geigant;Geigant;Hp;;DE 13596;0080;7;20081214;;262535;J;N;
NGF;Grafling;Grafling;Bf;;DE 13908;0080;7;20081214;;342410;J;N;
NGFA;Grafling-Arzting;Grafling-Arzting;Hp;;DE 13909;0080;7;20131215;;108724;J;N;
NGFG;Gräfenberg;Gräfenberg;Hp Anst;;DE 13893;0080;7;20081214;;222265;J;N;
NGFU;Grafenau;Grafenau;Hp;;DE 13892;0080;7;20081214;;264747;J;N;
NGFW;Grafenwiesen;Grafenwiesen;NE-Hp;; ;0080;;20090401;;493023;J;N;
NGG;Gosberg;Gosberg;Hp;;DE 13854;0080;7;20081214;;221440;J;N;
NGHG;Gochsheim (Unterfr) DB-Grenze;Gochsheim DB-Gr;Gp;;DE 13805;0080;7;20130904;;107411;J;N;
NGHM;Gochsheim (Unterfr);Gochsheim (Ufr);Anst;;DE 13804;0080;7;20081214;;225730;J;J;
NGHR;Großheirath;Großheirath;Anst;a.B.;DE 14074;0080;7;20090127;;228098;N;N;
NGIU;Girching;Girching;Üst;;DE 13765;0080;7;20131024;;107397;J;N;
NGKA;Frauenaurach Großkraftwerk Anst;GKW Frauenaur A;Anst;;DE 13360;0080;7;20081214;;171983;J;N;
NGKF;Frauenaurach Großkraftwerk Franken II;GKW Frauenaurach;Anst;;DE 13361;0080;7;20081214;;221713;J;N;
NGL;Großlangheim;Großlangheim;vp-Anst;;DE 14090;0080;7;20081219;;225862;J;N;
NGLH;Nürnberg-Gleißhammer;Nür-Gleißhammer;Hp;;DE 17872;0080;7;20081214;;222026;J;N;
NGLW;Glanzstoffwerke;Glanzstoffwerke;Hp;;DE 13776;0080;5;20081214;;226365;J;N;
NGM;Gemünden (Main);Gemünden (Main);Bf;;DE 13639;0080;7;20081214;;225490;J;N;
NGM S;Gemünden (Main) Saalebrücke;Gemünden Saalebr;Bft;;DE 13640;0080;7;20081214;;910532;J;N;
NGOD;Goßmannsdorf;Goßmannsdorf;Hp;;DE 13859;0080;7;20081214;;226746;J;N;
NGOE;Görschnitz;Görschnitz;NE-Hp;; ;0080;;20081214;;222570;J;N;
NGOL;Weiden (Oberpf) Gollwitzer;Weiden(Oberpf)G;Awanst;;DE 20869;0080;7;20081214;;266965;J;N;
NGOS;Gößweinstein;Gößweinstein;NE-Hp;; ;0080;;20081214;;912614;J;N;
NGOSP;Gößweinstein Post;Gößweinst Post;Bush;; ;0080;;19990101;;;;;
NGPA;Gumpenried-Asbach;Gumpenried-Asb;NE-Hp;; ;0080;;20081214;;455071;J;N;
NGR;Grafenwöhr;Grafenwöhr;Anst;;DE 13903;0080;7;20081214;;261412;J;N;
NGRG;Großgeschaidt;Großgeschaidt;Hp;;DE 14071;0080;7;20081214;;222208;J;N;
NGRL;Grafenwöhr Lager;Grafenwöhr Lager;Bf;;DE 13904;0080;7;20081214;;261651;J;N;
NGRN;Grünenwört;Grünenwört;Bf;a.B.;DE 14145;0080;5;20060201;;226555;N;N;
NGRS;Großarmschlag;Großarmschlag;Hp;;DE 14030;0080;7;20081214;;264739;J;N;
NGRU;Grub (Oberpf);Grub (Oberpf);Hp;;DE 14127;0080;7;20081214;;262550;J;N;
NGRW;Großwalbur;Großwalbur;Hp;;DE 14118;0080;7;20081214;;228197;J;N;
NGT;Grönhart;Grönhart;Anst;a.B.;DE 13996;0080;7;20140612;;227546;N;N;
NGTR;Bad Windsheim Getrag;Bad Windsh Getr;Anst;;DE 10575;0080;7;20081214;;224303;J;N;
NGTT;Grettstadt;Grettstadt;vp-Anst;;DE 13956;0080;7;20081219;;225748;J;N;
NGU;Gundelshausen;Gundelshausen;Hp;;DE 14201;0080;7;20081214;;263152;J;N;
NGUF;Grub am Forst;Grub am Forst;Hp;;DE 14128;0080;7;20081214;;228114;J;N;
NGUG;Gunzenhausen DB-Grenze;Gunzenh DB-Gr;Gp;;DE 14209;0080;7;20130904;;107413;J;N;
NGUN;Gunzenhausen;Gunzenhausen;Bf;;DE 14208;0080;7;20081214;;227496;J;J;
NGUNB;Gunzenhausen BEM;Gunzenhausen BEM;Museum;; ;0080;;20000416;;;N;N;
NGW;Grubweg;Grubweg;vp-Bf;;DE 14130;0080;7;20081214;;265280;J;N;
NGYP;Steinach (b Rothenburg o d Tauber)Gyproc;Steinach Gyproc;Awanst;;DE 19939;0080;7;20081214;;224642;J;N;
NGZ;Gotteszell;Gotteszell;Bf;;DE 13872;0080;7;20081214;;264630;J;J;
